Episode,Season,Title,Location,Speaker,Context,Token
403,1,A Man Alone,security office,Quark,,toes
403,1,A Man Alone,security office,Quark,,for
403,1,A Man Alone,security office,Quark,,far
403,1,A Man Alone,security office,Quark,,too
403,1,A Man Alone,security office,Quark,,long
403,1,A Man Alone,security office,Quark,,now
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,like
403,1,A Man Alone,security office,Quark,,it
403,1,A Man Alone,security office,Quark,,or
403,1,A Man Alone,security office,Quark,,not
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,you
403,1,A Man Alone,security office,Quark,,had
403,1,A Man Alone,security office,Quark,,me
403,1,A Man Alone,security office,Quark,,going
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,yes
403,1,A Man Alone,security office,Quark,,","
403,1,A Man Alone,security office,Quark,,you
403,1,A Man Alone,security office,Quark,,did
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,you
403,1,A Man Alone,security office,Quark,,know
403,1,A Man Alone,security office,Quark,,","
403,1,A Man Alone,security office,Quark,,i
403,1,A Man Alone,security office,Quark,,'ve
403,1,A Man Alone,security office,Quark,,been
403,1,A Man Alone,security office,Quark,,asking
403,1,A Man Alone,security office,Quark,,some
403,1,A Man Alone,security office,Quark,,friends
403,1,A Man Alone,security office,Quark,,at
403,1,A Man Alone,security office,Quark,,kran-tobol
403,1,A Man Alone,security office,Quark,,prison
403,1,A Man Alone,security office,Quark,,about
403,1,A Man Alone,security office,Quark,,ibudan
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,whether
403,1,A Man Alone,security office,Quark,,he
403,1,A Man Alone,security office,Quark,,made
403,1,A Man Alone,security office,Quark,,any
403,1,A Man Alone,security office,Quark,,enemies
403,1,A Man Alone,security office,Quark,,while
403,1,A Man Alone,security office,Quark,,he
403,1,A Man Alone,security office,Quark,,was
403,1,A Man Alone,security office,Quark,,there
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,could
403,1,A Man Alone,security office,Quark,,n't
403,1,A Man Alone,security office,Quark,,find
403,1,A Man Alone,security office,Quark,,any
403,1,A Man Alone,security office,Quark,,.
403,1,A Man Alone,security office,Quark,,mostly
403,1,A Man Alone,security office,Quark,,he
403,1,A Man Alone,security office,Quark,,stayed
403,1,A Man Alone,security office,Quark,,around
403,1,A Man Alone,security office,Quark,,the
403,1,A Man Alone,security office,Quark,,bajoran
403,1,A Man Alone,security office,Quark,,dissidents
403,1,A Man Alone,security office,Quark,,that
403,1,A Man Alone,security office,Quark,,the
403,1,A Man Alone,security office,Quark,,cardassians
403,1,A Man Alone,security office,Quark,,locked
403,1,A Man Alone,security office,Quark,,up
403,1,A Man Alone,security office,Quark,,.
405,1,Babel,quark's,Quark,,slow
405,1,Babel,quark's,Quark,,?
405,1,Babel,quark's,Quark,,it
405,1,Babel,quark's,Quark,,'s
405,1,Babel,quark's,Quark,,been
405,1,Babel,quark's,Quark,,almost
405,1,Babel,quark's,Quark,,nonexistent
405,1,Babel,quark's,Quark,,for
405,1,Babel,quark's,Quark,,the
405,1,Babel,quark's,Quark,,past
405,1,Babel,quark's,Quark,,three
405,1,Babel,quark's,Quark,,days
405,1,Babel,quark's,Quark,,.
405,1,Babel,quark's,Quark,,you
405,1,Babel,quark's,Quark,,'d
405,1,Babel,quark's,Quark,,like
405,1,Babel,quark's,Quark,,that
405,1,Babel,quark's,Quark,,","
405,1,Babel,quark's,Quark,,would
405,1,Babel,quark's,Quark,,n't
405,1,Babel,quark's,Quark,,you
405,1,Babel,quark's,Quark,,?
405,1,Babel,quark's,Quark,,without
405,1,Babel,quark's,Quark,,me
405,1,Babel,quark's,Quark,,around
405,1,Babel,quark's,Quark,,","
405,1,Babel,quark's,Quark,,you
405,1,Babel,quark's,Quark,,'d
405,1,Babel,quark's,Quark,,be
405,1,Babel,quark's,Quark,,forced
405,1,Babel,quark's,Quark,,to
405,1,Babel,quark's,Quark,,find
405,1,Babel,quark's,Quark,,some
405,1,Babel,quark's,Quark,,other
405,1,Babel,quark's,Quark,,","
405,1,Babel,quark's,Quark,,poor
405,1,Babel,quark's,Quark,,innocent
405,1,Babel,quark's,Quark,,to
405,1,Babel,quark's,Quark,,persecute
405,1,Babel,quark's,Quark,,.
405,1,Babel,quark's,Quark,,think
405,1,Babel,quark's,Quark,,about
405,1,Babel,quark's,Quark,,that
405,1,Babel,quark's,Quark,,while
405,1,Babel,quark's,Quark,,you
405,1,Babel,quark's,Quark,,sit
405,1,Babel,quark's,Quark,,here
405,1,Babel,quark's,Quark,,gloating
405,1,Babel,quark's,Quark,,at
405,1,Babel,quark's,Quark,,my
405,1,Babel,quark's,Quark,,misfortune
405,1,Babel,quark's,Quark,,.
405,1,Babel,quark's,Quark,,if
405,1,Babel,quark's,Quark,,your
405,1,Babel,quark's,Quark,,meal
405,1,Babel,quark's,Quark,,is
405,1,Babel,quark's,Quark,,n't
405,1,Babel,quark's,Quark,,satisfactory
405,1,Babel,quark's,Quark,,i
405,1,Babel,quark's,Quark,,'m
405,1,Babel,quark's,Quark,,sure
